Minnesota Timberwolves	82	51	31	48.3	36.6	83.8	43.7	5.8	16.6	34.7	17.0	22.6	75.2	11.9	29.8	41.7	22.8	13.6	7.0	4.9	5.3	20.6	20.8	96.0	-2.1
New Jersey Nets	82	49	33	48.2	33.6	78.8	42.7	5.2	14.5	35.9	17.7	23.7	74.9	11.4	30.0	41.4	19.6	16.6	8.5	5.2	4.6	22.9	21.6	90.1	-5.2
New Orleans Hornets	82	47	35	48.5	34.8	79.5	43.8	4.1	12.2	33.8	18.0	23.5	76.6	11.1	28.9	40.0	19.9	14.6	7.9	5.2	4.8	21.4	21.6	91.8	-2.1
New York Knicks	82	37	45	48.4	36.1	79.0	45.7	4.4	12.8	34.0	20.6	26.7	77.1	11.4	31.9	43.3	21.1	14.4	7.6	3.8	3.1	19.9	23.0	97.2	1.4
Orlando Magic	82	42	40	48.3	36.7	80.5	45.5	4.9	14.8	33.4	20.1	26.2	76.7	11.8	31.7	43.5	22.4	16.4	7.8	5.0	3.7	22.2	23.0	98.4	-0.1
Philadelphia 76ers	82	48	34	48.4	35.1	77.6	45.2	5.5	15.6	35.4	18.9	24.8	76.0	11.1	29.3	40.3	22.1	17.1	7.8	6.4	3.5	23.0	22.0	94.5	-2.3
Phoenix Suns	82	44	38	48.3	35.5	81.2	43.8	5.3	16.6	32.0	18.0	23.6	76.6	12.6	30.3	42.9	22.2	16.0	7.8	5.5	4.9	21.5	22.0	94.4	-1.1
Portland Trail Blazers	82	50	32	48.4	35.9	79.8	45.0	5.3	15.7	34.1	15.5	20.2	76.4	11.1	28.0	39.1	22.7	15.5	8.3	4.8	3.9	20.4	19.9	92.5	-2.6
Sacramento Kings	82	59	23	48.4	36.5	86.9	42.0	4.5	14.2	32.0	17.7	23.9	74.1	14.0	31.9	45.8	21.5	15.4	8.3	4.3	5.6	19.9	20.3	95.2	-6.5
San Antonio Spurs	82	60	22	48.4	34.9	81.7	42.7	4.3	12.7	33.9	16.3	21.2	76.8	12.5	28.3	40.9	19.0	15.0	8.1	5.1	6.5	23.4	20.4	90.4	-5.4
Seattle SuperSonics	82	40	42	48.4	35.0	78.3	44.7	5.8	16.7	34.4	16.5	22.2	74.2	11.4	30.0	41.5	20.8	14.7	6.1	5.0	3.6	20.4	20.9	92.3	0.1
Toronto Raptors	82	24	58	48.3	37.0	80.4	46.1	4.5	12.0	37.5	18.2	24.0	75.9	11.9	31.7	43.6	21.1	13.7	7.4	5.0	4.8	20.8	21.5	96.8	5.9
Utah Jazz	82	47	35	48.2	33.5	77.4	43.4	5.3	15.3	34.9	19.8	26.1	75.9	12.3	25.9	38.2	19.5	15.9	8.8	5.2	5.7	23.8	22.4	92.3	-2.4
Washington Wizards	82	37	45	48.4	35.1	79.4	44.2	5.5	15.1	36.2	16.9	21.9	77.1	11.6	29.8	41.4	21.7	14.3	7.5	4.4	4.8	22.0	20.0	92.5	1.0
