New Orleans Pelicans	82	48	34	48.7	41.7	91.9	45.4	10.9	30.6	35.5	16.1	20.5	78.4	10.8	34.7	45.5	23.7	14.5	8.2	4.2	5.9	20.4	19.1	110.4	-1.3
New York Knicks	82	29	53	48.4	39.4	86.3	45.7	11.2	30.4	36.8	18.0	23.2	77.4	10.2	33.0	43.2	24.0	13.3	8.2	4.7	5.1	18.4	20.5	108.0	3.6
Oklahoma City Thunder	82	48	34	48.4	38.5	84.0	45.8	11.2	30.6	36.7	16.2	21.1	76.9	9.5	32.6	42.2	23.3	16.0	7.7	4.6	5.0	21.3	20.2	104.4	-3.4
Orlando Magic	82	25	57	48.1	40.9	87.5	46.8	10.0	27.6	36.2	16.4	21.2	77.3	10.6	35.3	45.9	24.4	14.2	7.8	4.9	4.9	19.0	19.3	108.2	4.8
Philadelphia 76ers	82	52	30	48.2	38.0	87.6	43.4	10.1	29.6	34.2	19.1	25.6	74.5	10.0	32.2	42.2	21.7	14.3	8.5	5.1	5.1	20.4	22.1	105.3	-4.5
Phoenix Suns	82	21	61	48.1	41.8	88.7	47.1	10.9	29.2	37.3	18.8	24.6	76.6	10.4	35.4	45.9	23.3	13.4	8.7	6.0	4.5	20.9	22.0	113.3	9.4
Portland Trail Blazers	82	49	33	48.2	38.4	85.9	44.7	9.7	26.6	36.4	16.6	22.0	75.5	9.3	33.6	42.9	20.2	12.6	7.3	5.1	5.2	19.1	19.5	103.0	-2.6
Sacramento Kings	82	27	55	48.2	38.7	82.4	47.0	11.9	31.5	37.7	16.4	21.5	76.5	9.1	34.7	43.8	23.6	14.3	7.8	4.7	4.1	17.3	20.0	105.8	7.0
San Antonio Spurs	82	47	35	48.1	38.2	84.3	45.3	9.1	26.3	34.8	14.3	18.9	75.9	9.2	33.3	42.5	21.8	14.1	7.6	3.9	5.6	19.7	17.2	99.8	-2.9
Toronto Raptors	82	59	23	48.4	38.4	85.6	44.9	8.9	25.0	35.7	18.2	23.7	76.7	9.8	32.6	42.4	21.8	14.3	7.2	4.9	6.1	19.9	21.7	103.9	-7.8
Utah Jazz	82	48	34	48.2	37.3	83.0	44.9	9.5	26.0	36.5	15.8	20.5	77.1	8.7	33.0	41.6	20.0	14.9	8.3	4.6	5.1	20.5	19.6	99.8	-4.3
Washington Wizards	82	43	39	48.4	39.0	84.4	46.2	10.2	29.2	34.9	17.9	23.5	76.1	9.8	32.7	42.5	22.3	14.9	7.8	4.7	4.3	20.0	21.3	106.0	-0.6
